1;;0;0;0;0;-0.5039639;0.1939127;-1.571999;-0.7521176;-0.47816;0.4535219;0.218136;-0.8300012;-0.5133368;0;0;0;0;0;0;0;0;0;0;0
2;Body;39.61257;-0.212064;0.1550276;0.2897175;-1.198866;-0.2029306;-0.8422067;-0.742415;-0.4286545;0.5148547;0.1515699;-0.9224628;-0.35509;1;0.1;0;0;0.001;0;0;3.654665;0;0;0
3;Body;17.96319;-0.1500196;0.3746601;-0.3546574;-0.8784543;-0.01690984;-1.066284;-0.742415;-0.4286545;0.5148547;0.2045059;-0.8815432;-0.4255103;1;0.1;0;0;0.001;0;0;3.654665;0;0;0
4;Body;60.88691;-0.2540248;0.2423211;0.2274747;-1.513728;-0.3857301;-0.6220117;-0.742415;-0.4286545;0.5148547;0.1167918;-0.9435372;-0.3099955;1;0.1;0;0;0.001;0;0;3.654665;0;0;0
5;Body;34.33689;-0.03725881;0.3863782;-0.7075384;-1.120786;-0.1576003;-0.896812;-0.742415;-0.4286545;0.5148547;0.1860881;-0.8980366;-0.3986246;1;0.1;0;0;0.001;0;0;3.654665;0;0;0
6;Body;53.54314;-0.2888331;0.2559992;0.2998829;-1.40504;-0.322628;-0.6980215;-0.742415;-0.4286545;0.5148547;0.1608527;-0.922587;-0.3506559;1;0.1;0;0;0.001;0;0;3.654665;0;0;0
7;Body;21.1663;-0.1935873;0.2666563;0.0002091873;-0.9258605;-0.04443261;-1.033131;-0.742415;-0.4286545;0.5148547;0.2419106;-0.8609117;-0.4475605;1;0.1;0;0;0.001;0;0;3.654665;0;0;0
8;Body;51.73662;-0.1598186;0.4347495;-0.4530438;-1.378303;-0.3071068;-0.71672;-0.742415;-0.4286545;0.5148547;0.1531231;-0.9224904;-0.3543512;1;0.1;0;0;0.001;0;0;3.654665;0;0;0
9;Body;43.44166;-0.2650625;0.2746235;0.1913767;-1.255537;-0.235833;-0.8025748;-0.742415;-0.4286545;0.5148547;0.1858143;-0.9062383;-0.3797436;1;0.1;0;0;0.001;0;0;3.654665;0;0;0
10;Body;60.41737;0;0;0;-1.506779;-0.3816956;-0.6268721;-0.742415;-0.4286545;0.5148547;0.1227522;-0.9392763;-0.3204559;1;0.1;0;0;0.001;0;0;3.654665;0;0;0
11;Body;28.97692;-0.1753289;0.3688153;-0.268666;-1.041458;-0.111545;-0.9522893;-0.742415;-0.4286545;0.5148547;0.1946375;-0.8934976;-0.4046953;1;0.1;0;0;0.001;0;0;3.654665;0;0;0
12;Body;64.99998;0.05084908;0.50379;0.3245125;-1.574602;-0.4210715;-0.5794413;-0.742415;-0.4286545;0.5148547;0.1058367;-0.948691;-0.2979666;1;0.1;0;0;0.001;0;0;3.654665;0;0;0
13;Body;43.08648;-0.306213;0.729218;-0.6488986;-1.25028;-0.2327807;-0.8062508;-0.742415;-0.4286545;0.5148547;0.1362217;-0.9281894;-0.3462774;1;0.1;0;0;0.001;0;0;3.654665;0;0;0
14;Body;64.55022;-0.1996212;0.1700346;0.221813;-1.567946;-0.4172061;-0.5840964;-0.742415;-0.4286545;0.5148547;0.1124946;-0.9456231;-0.3051916;1;0.1;0;0;0.001;0;0;3.654665;0;0;0
15;Body;49.66822;-0.1365943;0.4512756;-0.555521;-1.34769;-0.2893339;-0.7381285;-0.742415;-0.4286545;0.5148547;0.1432349;-0.9263026;-0.3484929;1;0.1;0;0;0.001;0;0;3.654665;0;0;0
16;Body;37.47245;-0.2572493;0.285551;0.145567;-1.167193;-0.1845413;-0.8643574;-0.742415;-0.4286545;0.5148547;0.1603506;-0.9171038;-0.3649771;1;0.1;0;0;0.001;0;0;3.654665;0;0;0
17;Body;35.34055;-0.2231922;0.5369458;-0.4844405;-1.13564;-0.1662238;-0.8864236;-0.742415;-0.4286545;0.5148547;0.1588058;-0.9145792;-0.3719217;1;0.1;0;0;0.001;0;0;3.654665;0;0;0
18;Body;0;0;0;0;-0.5151669;0.08587023;-1.376953;-0.7483165;-0.4457883;0.4912181;0.2193682;-0.8651631;-0.4509661;1;0.1;0;0;0.001;0;0;3.654665;0;0;0
19;Body;0;0;0;0;-0.2713937;0.06514498;-1.777062;-0.700598;-0.5523011;0.4518029;0.3051941;-0.8042678;-0.5099117;1;0.1;0;0;0.001;0;0;3.654665;0;0;0
