2;Body;2.677591;0;0;0;-0.8055906;-0.3261879;-1.218503;-0.05928763;-0.4414111;0.8953442;0.7392096;0.582791;0.3375261;0.001;1;0;0;0.001;0;0;2.999997;0;0;0;3
2;Body;3.703583;-1.987492E-06;-0.0001681961;0.000210702;-0.8060567;-0.3460289;-1.205384;-0.05928763;-0.4414111;0.8953442;0.7387277;0.5842481;0.3360587;0.001;1;0;0;0.001;0;0;2.999997;0;0;0;4
2;Body;4.796319;0.0003154056;-0.001284453;0.001563883;-0.8073711;-0.355656;-1.185807;-0.05928763;-0.4414111;0.8953442;0.7386935;0.5839813;0.3365974;0.001;1;0;0;0.001;0;0;2.999997;0;0;0;5
2;Body;5.84446;0.008757986;-0.008032846;0.008853182;-0.8086318;-0.3648908;-1.167031;-0.05928763;-0.4414111;0.8953442;0.7389153;0.5837335;0.3365403;0.001;1;0;0;0.001;0;0;2.999997;0;0;0;6
2;Body;7.171228;0.02985815;-0.01416915;0.01364725;-0.8102277;-0.3765804;-1.143262;-0.05928763;-0.4414111;0.8953442;0.7393548;0.5825654;0.3375973;0.001;1;0;0;0.001;0;0;2.999997;0;0;0;7
2;Body;8.354487;0.02344237;-0.01109593;0.01067898;-0.811651;-0.3870056;-1.122065;-0.05928763;-0.4414111;0.8953442;0.7387127;0.5800636;0.3432634;0.001;1;0;0;0.001;0;0;2.999997;0;0;0;8
2;Body;9.521094;0.006118199;-0.006609512;0.007433172;-0.8130542;-0.3972839;-1.101166;-0.05928763;-0.4414111;0.8953442;0.7364484;0.5776733;0.3520474;0.001;1;0;0;0.001;0;0;2.999997;0;0;0;10
2;Body;10.72515;0.003972173;-0.007612586;0.008981355;-0.8145025;-0.4078925;-1.079596;-0.05928763;-0.4414111;0.8953442;0.7353944;0.5749176;0.3586987;0.001;1;0;0;0.001;0;0;2.999997;0;0;0;11
2;Body;11.75936;0.008804291;-0.01248798;0.01442075;-0.8157464;-0.4170043;-1.061069;-0.05928763;-0.4414111;0.8953442;0.7342152;0.5705258;0.368006;0.001;1;0;0;0.001;0;0;2.999997;0;0;0;12
3;Body;12.87351;0.003611303;-0.01325166;0.01608576;-0.8170866;-0.4268207;-1.041109;-0.05928763;-0.4414111;0.8953442;0.7322814;0.571579;0.3702179;0.001;1;0;0;0.001;0;0;2.999997;0;0;0;13
