1;;0;3.552714E-15;7.105427E-15;0;-0.9130253;-1.68185;1.632287;0.05769421;0.01479011;0.9982247;0.5620903;-0.8268282;-0.0202364;0;0;0;0;0;0;0;0;0;0;0
2;;0;0;0;0;-0.7146797;-1.678939;1.212809;0.1977465;-0.04452939;0.9792413;0.5552359;-0.8181773;-0.1493288;0;0;0;0;0;0;0;0;0;0;0
3;;0;0;0;-3.552714E-15;-0.1139491;-0.7340667;-0.8343661;-0.001295725;-0.5366015;0.8438348;0.5658006;-0.696171;-0.4418321;0;0;0;0;0;0;0;0;0;0;0
4;Body;0;0;0;0.003519294;0.2913127;-0.6982659;-1.230351;-0.1585605;-0.572285;0.8045797;0.6049624;-0.7003217;-0.3789064;1;0;0;0;0.1;0;0.85;3.654665;0;0;0
5;Impassavel;16.84415;-0.00054957;-0.007343377;0.01112825;0.2796582;-0.8652732;-0.942012;-0.1203874;-0.5064716;0.8538111;0.6023691;-0.752924;-0.2650601;0.001;0;0;0;0.001;0;0;0;0;0;0
6;Impassavel;24.47025;-0.0001723255;-0.008066539;0.01209914;0.2610715;-0.9419281;-0.8114688;-0.1203874;-0.5064716;0.8538111;0.5971059;-0.7683026;-0.2305985;0.001;0;0;0;0.001;0;0;0;0;0;0
7;Impassavel;18.95987;0.0004382118;-0.007311236;0.01079401;0.2745012;-0.8865402;-0.9057956;-0.1203874;-0.5064716;0.8538111;0.5949755;-0.7620234;-0.2555865;0.001;0;0;0;0.001;0;0;0;0;0;0
8;Impassavel;22.00269;0.0002544018;-0.007757203;0.01151344;0.2670853;-0.9171249;-0.8537084;-0.1203874;-0.5064716;0.8538111;0.5932456;-0.768881;-0.2384987;0.001;0;0;0;0.001;0;0;0;0;0;0
9;Impassavel;15.12788;-9.74658E-05;-0.006857521;0.0102715;0.2838413;-0.8480227;-0.9713914;-0.1203874;-0.5064716;0.8538111;0.5969999;-0.7573667;-0.2645501;0.001;0;0;0;0.001;0;0;0;0;0;0
10;Impassavel;6.352586;0.0002055623;-0.005249674;0.00778201;0.3052287;-0.7598184;-1.121608;-0.1203874;-0.5064716;0.8538111;0.60134;-0.731952;-0.3203692;0.001;0;0;0;0.001;0;0;0;0;0;0
11;Impassavel;6.95668;0.0003027222;-0.005308717;0.007842052;0.3037562;-0.7658897;-1.111266;-0.1203874;-0.5064716;0.8538111;0.601132;-0.7325987;-0.3192796;0.001;0;0;0;0.001;0;0;0;0;0;0
12;Impassavel;6.95667;0.0003070314;-0.005299063;0.007826383;0.3037562;-0.7658898;-1.111267;-0.1203874;-0.5064716;0.8538111;0.600461;-0.733893;-0.3175651;0.001;0;0;0;0.001;0;0;0;0;0;0
13;Impassavel;6.123641;0.0003320628;-0.005223128;0.007705703;0.3057864;-0.7575169;-1.125527;-0.1203874;-0.5064716;0.8538111;0.6015194;-0.7303225;-0.3237337;0.001;0;0;0;0.001;0;0;0;0;0;0
14;Impassavel;6.066173;0.0003342345;-0.005218386;0.00769799;0.3059265;-0.7569393;-1.12651;-0.1203874;-0.5064716;0.8538111;0.6015452;-0.7301698;-0.3240301;0.001;0;0;0;0.001;0;0;0;0;0;0
15;Impassavel;0;0;0;0;0.3321038;-0.4175752;-1.148916;-0.2031023;-0.6480401;0.7340255;0.6083235;-0.6709333;-0.4240177;0.001;0.3522727;0;0;0.001;0;0;0;0;0;0
16;Impassavel;12.36627;-0.003357888;-0.004310647;0.01012998;0.2057561;-0.823239;-1.037568;-0.2036956;-0.5946373;0.7777625;0.5959153;-0.7455561;-0.2983808;0.001;0.3522727;0;0;0.001;0;0;0;0;0;0
17;Impassavel;17.16883;-0.002766398;-0.004608741;0.01038676;0.1859376;-0.8800512;-0.9626986;-0.2036956;-0.5946373;0.7777625;0.5951063;-0.7657978;-0.2437258;0.001;0.3522727;0;0;0.001;0;0;0;0;0;0
18;Impassavel;29.28021;-0.003698379;-0.005043734;0.01172852;0.1359554;-1.023325;-0.7738903;-0.2036956;-0.5946373;0.7777625;0.5912246;-0.7851881;-0.1842095;0.001;0.3522727;0;0;0.001;0;0;0;0;0;0
19;Impassavel;29.16311;-0.003706545;-0.004763536;0.01119205;0.1364388;-1.021939;-0.7757155;-0.2036956;-0.5946373;0.7777625;0.5916124;-0.7838361;-0.1886682;0.001;0.3522727;0;0;0.001;0;0;0;0;0;0
20;Impassavel;22.9214;-0.003258157;-0.003144312;0.007824832;0.1621965;-0.9481021;-0.8730199;-0.2036956;-0.5946373;0.7777625;0.5955398;-0.7663713;-0.2408471;0.001;0.3522727;0;0;0.001;0;0;0;0;0;0
21;Impassavel;0;0;0;-1.776357E-15;0.2926818;-0.7947268;-0.5788443;-0.180252;-0.481496;0.8577126;0.5991715;-0.7452898;-0.2924665;0.001;0.3522727;0;0;0.001;0;0;0;0;0;0
22;Impassavel;0;0;0;0;0.2755117;-0.8902281;-0.2063406;-0.1759531;-0.3975889;0.9005352;0.5942059;-0.7722452;-0.2248483;0.001;0.3522727;0;0;0.001;0;0;0;0;0;0
23;Impassavel;0;0;0;0;0.2798758;-0.8622305;-0.3094304;-0.1862902;-0.4210125;0.8877187;0.5939608;-0.7679905;-0.2395855;0.001;0.3522727;0;0;0.001;0;0;0;0;0;0
24;Impassavel;0;0;0;0;0.2908534;-0.8152481;-0.5032942;-0.1851601;-0.4641633;0.8661802;0.5973539;-0.7530462;-0.2758437;0.001;1;0;0;0.001;0;0;0;0;0;0
25;Impassavel;26.41513;-0.1537433;-0.1835663;0.465451;0.1948467;-0.9214917;-0.8283926;-0.221403;-0.6121501;0.7591133;0.5877609;-0.7677261;-0.2552132;0.001;1;0;0;0.001;0;0;0;0;0;0
26;Impassavel;0;0;0;0;0.2795334;-0.7028394;-0.8513474;-0.2149047;-0.5417761;0.8125852;0.5934111;-0.7332619;-0.3319491;0.001;1;0;0;0.001;0;0;0;0;0;0
27;Impassavel;0;0;0;3.552714E-15;0.3142509;-0.6229767;-1.379923;-0.2227703;-0.6419095;0.7337068;0.599943;-0.6834921;-0.4158209;0.001;1;0;0;0.001;0;0;0;0;0;0
28;Impassavel;42.08429;-0.2099579;-0.1985876;0.5006922;0.101326;-1.185969;-0.5710625;-0.2397052;-0.5742142;0.7828279;0.5765151;-0.8021283;-0.1556297;0.001;1;0;0;0.001;0;0;0;0;0;0
29;Impassavel;32.58588;-0.1111521;-0.2056445;0.4522945;0.1468692;-1.077011;-0.7198642;-0.2397052;-0.5742142;0.7828279;0.5810381;-0.7853392;-0.2136283;0.001;1;0;0;0.001;0;0;0;0;0;0
30;Impassavel;35.81607;-0.1174213;-0.06461632;0.1935017;0.1313818;-1.114065;-0.6692601;-0.2397052;-0.5742142;0.7828279;0.5780753;-0.787939;-0.2120872;0.001;1;0;0;0.001;0;0;0;0;0;0
31;Impassavel;0;0;0;0;0.1824321;-1.031118;-0.9732643;-0.07303355;-0.5143317;0.8544759;0.5999959;-0.707038;-0.3743023;0.001;1;0;0;0.001;0;0;0;0;0;0
32;Impassavel;0;0;0;0;0.3239939;-1.012322;-0.1942758;-0.0378876;-0.3739114;0.9266902;0.6153901;-0.7393733;-0.2731705;0.001;1;0;0;0.001;0;0;0;0;0;0
33;Impassavel;40.33593;-0.02324317;-0.4266154;0.7460364;0.3035499;-1.380055;-0.5653583;-0.0238863;-0.5678521;0.8227839;0.609342;-0.7653737;-0.2071361;0.001;1;0;0;0.001;0;0;0;0;0;0
34;Impassavel;27.09394;-0.0357967;-0.2016234;0.354156;0.3103405;-1.230276;-0.7836703;-0.0238863;-0.5678521;0.8227839;0.6150259;-0.7341654;-0.2876532;0.001;1;0;0;0.001;0;0;0;0;0;0
