2;Body;0.7746412;0.005103267;-0.002002712;0.02737359;-0.6716415;-0.1455637;-1.205184;-0.1660234;-0.6754106;0.7185102;0.4253564;-0.7074258;-0.5644649;1;0;0;0;0.001;1;1;2.999997;0;0;0;1
3;Body;1.854491;0.2991524;0.4171543;0.5897846;-0.6652656;-0.166684;-1.193506;-0.1660234;-0.6754106;0.7185102;0.4167075;-0.7268694;-0.5459082;1;0;0;0;0.001;1;1;2.999997;0;0;0;2
3;Body;2.90131;0.1398621;0.9039178;0.9586601;-0.6687329;-0.180819;-1.178456;-0.1660234;-0.6754106;0.7185102;0.4180426;-0.7307948;-0.5396104;1;0;0;0;0.001;1;1;2.999997;0;0;0;3
3;Body;4.012727;-0.0147686;1.476627;1.305952;-0.6724157;-0.1958262;-1.162477;-0.1660234;-0.6754106;0.7185102;0.4269024;-0.7213399;-0.545365;1;0;0;0;0.001;1;1;2.999997;0;0;0;4
3;Body;5.034532;-0.183403;2.012507;1.489473;-0.6758016;-0.2096226;-1.147786;-0.1660234;-0.6754106;0.7185102;0.4412801;-0.6987393;-0.5630589;1;0;0;0;0.001;1;1;2.999997;0;0;0;5
3;Body;6.08869;-0.2861843;2.559975;1.804686;-0.679296;-0.2238564;-1.132631;-0.1660234;-0.6754106;0.7185102;0.4457684;-0.6938801;-0.5655271;1;0;0;0;0.001;1;1;2.999997;0;0;0;6
4;Body;7.470407;-0.4291935;3.280529;2.097662;-0.6838729;-0.2425142;-1.112766;-0.1660234;-0.6754106;0.7185102;0.450583;-0.690817;-0.5654616;1;0;0;0;0.001;1;1;2.999997;0;0;0;7
4;Body;8.475444;-0.5101357;3.789454;2.540148;-0.6872032;-0.2560849;-1.098317;-0.1660234;-0.6754106;0.7185102;0.4521057;-0.6941985;-0.5600793;1;0;0;0;0.001;1;1;2.999997;0;0;0;8
4;Body;9.672599;-0.5776176;4.322726;2.909042;-0.6911708;-0.272249;-1.081105;-0.1660234;-0.6754106;0.7185102;0.4535061;-0.6982411;-0.5538877;1;0;0;0;0.001;1;1;2.999997;0;0;0;10
4;Body;10.98128;-0.7443829;5.146835;3.580469;-0.6955064;-0.2899204;-1.062291;-0.1660234;-0.6754106;0.7185102;0.455463;-0.7022721;-0.5471447;1;0;0;0;0.001;1;1;2.999997;0;0;0;11
4;Body;12.494;-0.862133;5.666022;3.98587;-0.7005188;-0.3103463;-1.040542;-0.1660234;-0.6754106;0.7185102;0.4577262;-0.7073354;-0.5386682;1;0;0;0;0.001;1;1;2.999997;0;0;0;12
4;Body;13.60059;-0.9134769;6.152844;4.26786;-0.7041865;-0.3252875;-1.024632;-0.1660234;-0.6754106;0.7185102;0.4590328;-0.710821;-0.5329375;1;0;0;0;0.001;1;1;2.999997;0;0;0;14
4;Body;15.1453;-1.055424;6.906816;4.809052;-0.709305;-0.3461452;-1.002424;-0.1660234;-0.6754106;0.7185102;0.4603866;-0.7148044;-0.5264019;1;0;0;0;0.001;1;1;2.999997;0;0;0;15
4;Body;16.38373;-1.05456;7.365739;5.280041;-0.7134078;-0.362868;-0.9846198;-0.1660234;-0.6754106;0.7185102;0.4623721;-0.7167844;-0.5219504;1;0;0;0;0.001;1;1;2.999997;0;0;0;16
